year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,202855000.0,79271000.0,123584000.0
2004,,205641000.0,80153000.0,125488000.0
2005,,207680000.0,79678000.0,128002000.0
2006,,217624000.0,84676000.0,132948000.0
2007,,223396000.0,89071000.0,134325000.0
2008,,228482000.0,96854000.0,131628000.0
2009,,233347000.0,102203000.0,131144000.0
2010,,230518000.0,98514000.0,132004000.0
2011,,249157000.0,105387000.0,143770000.0
2012,,257154000.0,110350000.0,146804000.0
2013,,256936000.0,105729000.0,151207000.0
2014,,252525000.0,103861000.0,148664000.0
2015,start of forecast,265758150.0,116866483.0,148891667.0
2016,,272218280.0,123326613.0,148891667.0
2017,,278810521.0,129918854.0,148891667.0
2018,,284661480.0,135769813.0,148891667.0
2019,,288860038.0,139968371.0,148891667.0
2020,,293324254.0,144432587.0,148891667.0
2021,,298434411.0,149542744.0,148891667.0
2022,,302469357.0,153577691.0,148891667.0
2023,,306311228.0,157419561.0,148891667.0
2024,,309443318.0,160551651.0,148891667.0
2025,,312923351.0,164031684.0,148891667.0
2026,,316940930.0,168049263.0,148891667.0
2027,,322070970.0,173179303.0,148891667.0
2028,,327688849.0,178797182.0,148891667.0
2029,,325407514.0,176515847.0,148891667.0
2030,,325021602.0,176129935.0,148891667.0
2031,,326866840.0,177975174.0,148891667.0
2032,,334852412.0,185960745.0,148891667.0
2033,,344870308.0,195978642.0,148891667.0
2034,,354951565.0,206059899.0,148891667.0
2035,,363405453.0,214513787.0,148891667.0
2036,,369087292.0,220195625.0,148891667.0
2037,,372338317.0,223446651.0,148891667.0
2038,,376684676.0,227793009.0,148891667.0
2039,,384383988.0,235492321.0,148891667.0
2040,,394652811.0,245761144.0,148891667.0
