year,Base case cost,Modeled water and wastewater efficiency
2017,43710.526371,120692.743782
2018,48015.2894821,121374.484955
2019,53680.9606479,122987.89028
2020,56677.2162686,122913.65415
2021,58932.933233,122406.747161
2022,60853.3831532,121725.669808
2023,62153.7912026,120686.121118
2024,63384.2068128,119643.743322
2025,64665.4310232,118678.632216
2026,66274.4158121,117970.449405
2027,67907.4510542,117321.937138
2028,69490.3648656,116682.367274
2029,70364.6743555,115602.258168
2030,70957.4741267,114382.006548
2031,72476.2348195,113807.268055
