year,population
2003,2349.0
2004,2281.0
2005,2258.0
2006,2232.0
2007,2316.0
2008,2362.0
2009,2352.0
2010,2369.0
2011,2385.0
2012,2402.0
2013,2447.0
2014,2492.0
2015,2539.0
2016,2593.0
2017,2648.0
2018,2697.0
2019,2732.0
2020,2769.0
2021,2812.0
2022,2846.0
2023,2878.0
2024,2904.0
2025,2933.0
2026,2967.0
2027,3009.0
2028,3056.0
2029,3037.0
2030,3034.0
2031,3049.0
2032,3116.0
2033,3200.0
2034,3284.0
2035,3355.0
2036,3402.0
2037,3429.0
2038,3465.0
2039,3530.0
2040,3615.0
