year,Base case cost,Modeled biomass for heat (cordwood)
2017,3574361.36052,3975775.57726
2018,4051819.09054,4389604.37374
2019,4686367.42954,4940425.41502
2020,5019531.2841,5229024.17385
2021,5266324.47217,5443316.48668
2022,5477278.3372,5625362.21379
2023,5617202.38379,5745045.95047
2024,5752524.5429,5860324.37369
2025,5892192.20576,5980140.26753
2026,6068370.24946,6133267.39538
2027,6244845.07886,6288567.68994
2028,6415382.0891,6439802.25571
2029,6518152.57459,6520058.27499
2030,6588155.84953,6574490.81357
2031,6755498.51268,6717962.7088
2032,6993091.7001,6933541.03777
2033,7274974.52912,7191874.49236
2034,7566031.46261,7459537.12103
2035,7789495.95641,7664838.66682
2036,8042154.09798,7892708.51729
