year,Base case cost,Modeled non-residential energy efficiency
2017,38408.9554078,37592.0158386
2018,40715.2650803,39622.3556458
2019,43875.7635204,42446.8560076
2020,45498.7221788,43848.8379665
2021,46523.7486999,44699.0591068
2022,47377.9374675,45393.2883379
2023,47890.4507281,45773.1408564
2024,48402.9639887,46155.2231551
2025,48915.4772492,46539.4829791
2026,49598.8282633,47084.1993046
2027,50196.7604006,47551.827274
2028,50709.2736612,47942.3182124
2029,51307.2057985,48413.9546086
2030,51734.3001823,48729.195022
2031,52417.6511964,49283.8191541
