year,Base case diesel consumed,Modeled residential ashp
2017,6372.05854225,-26840.3091177
2018,6103.3750403,-27108.9926196
2019,6103.3750403,-27108.9926196
2020,5834.69153836,-27377.6761216
2021,5834.69153836,-27377.6761216
2022,5566.00803641,-27646.3596235
2023,5566.00803641,-27646.3596235
2024,5297.32453447,-27915.0431254
2025,5297.32453447,-27915.0431254
2026,5028.64103252,-28183.7266274
2027,5028.64103252,-28183.7266274
2028,4759.95753058,-28452.4101293
2029,4491.27402863,-28721.0936313
2030,4491.27402863,-28721.0936313
2031,4222.59052669,-28989.7771332
