year,Base case diesel consumed,Modeled residential ashp
2017,3160066.38468,1188184.96043
2018,3181333.4707,1209452.04645
2019,3201081.47915,1229200.0549
2020,3217791.33246,1245909.9082
2021,3231463.03061,1259581.60636
2022,3245134.72877,1273253.30452
2023,3255768.27178,1283886.84753
2024,3264882.73722,1293001.31297
2025,3270959.04751,1299077.62326
2026,3277035.35781,1305153.93355
2027,3280073.51295,1308192.0887
2028,3281592.59052,1309711.16627
2029,3283111.6681,1311230.24385
2030,3283111.6681,1311230.24385
2031,3281592.59052,1309711.16627
