year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,122137.569507,91010.9814349
2018,122137.569507,91010.9814349
2019,122137.569507,91010.9814349
2020,122137.569507,91010.9814349
2021,122137.569507,91010.9814349
2022,122137.569507,91010.9814349
2023,122137.569507,91010.9814349
2024,122137.569507,91010.9814349
2025,122137.569507,91010.9814349
2026,122137.569507,91010.9814349
2027,122137.569507,91010.9814349
2028,122137.569507,91010.9814349
2029,122137.569507,91010.9814349
2030,122137.569507,91010.9814349
2031,122137.569507,91010.9814349
