year,Base case cost,Modeled non-residential energy efficiency
2017,1240023.86092,1307800.40363
2018,1316952.18127,1374776.94417
2019,1420068.866,1466075.01691
2020,1465898.50366,1504479.72951
2021,1498633.95913,1530866.09631
2022,1523185.55073,1549773.84489
2023,1541190.05124,1562714.80916
2024,1554284.23343,1571200.87317
2025,1570651.96116,1582799.85986
2026,1590293.23444,1597509.77755
2027,1606660.96218,1609272.79133
2028,1621391.91714,1619600.97433
2029,1639396.41765,1633034.38903
2030,1650853.82706,1640487.38923
2031,1670495.10034,1655583.9582
