year,Base case cost,Modeled residential energy efficiency
2017,1480662.97558,1406089.84208
2018,1596375.70204,1505165.07216
2019,1756914.65087,1644735.06619
2020,1858904.57284,1735502.64458
2021,1948501.56979,1816167.78431
2022,2030352.9886,1890547.67391
2023,2119140.9683,1973046.49905
2024,2189530.00917,2038050.8506
2025,2278676.12631,2121334.55705
2026,2359694.7044,2196011.25839
2027,2451418.19056,2282016.01807
2028,2528034.27182,2353258.77928
2029,2624515.69803,2443882.42694
2030,2712661.44545,2527340.83073
2031,2814222.98284,2622899.1896
2032,2917330.94164,2720067.02186
2033,3024616.93246,2821198.38034
2034,3133578.21314,2924065.15975
2035,3230412.38837,3016243.95555
2036,3357622.76993,3137475.90302
