year,Base case cost,Modeled water and wastewater efficiency
2017,137059.220138,119544.828892
2018,152420.192447,131671.807186
2019,171719.802105,146981.677791
2020,185919.650252,158307.413709
2021,199330.417934,169043.090476
2022,212393.706308,179533.633522
2023,225181.42216,189830.640542
2024,237795.05851,200010.725854
2025,251286.721912,210917.044534
2026,265619.767121,222519.793039
2027,279872.304606,234076.423839
2028,294246.748923,245748.671232
2029,309726.596963,258337.371751
2030,324467.981988,270342.356805
2031,341100.902836,283901.488874
