year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,105687.0,78146.4689468
2018,105687.0,78146.4689468
2019,105687.0,78146.4689468
2020,105687.0,78146.4689468
2021,105687.0,78146.4689468
2022,105687.0,78146.4689468
2023,105687.0,78146.4689468
2024,105687.0,78146.4689468
2025,105687.0,78146.4689468
2026,105687.0,78146.4689468
2027,105687.0,78146.4689468
2028,105687.0,78146.4689468
2029,105687.0,78146.4689468
2030,105687.0,78146.4689468
2031,105687.0,78146.4689468
2032,,
2033,,
2034,,
2035,,
2036,,
