year,Base case diesel consumed,Modeled residential ashp
2017,64457.9460512,8266.36243181
2018,64457.9460512,8266.36243181
2019,65180.6305531,8989.04693365
2020,65903.3150549,9711.7314355
2021,65180.6305531,8989.04693365
2022,65903.3150549,9711.7314355
2023,65903.3150549,9711.7314355
2024,65903.3150549,9711.7314355
2025,65903.3150549,9711.7314355
2026,65903.3150549,9711.7314355
2027,66625.9995568,10434.4159374
2028,66625.9995568,10434.4159374
2029,66625.9995568,10434.4159374
2030,66625.9995568,10434.4159374
2031,66625.9995568,10434.4159374
