year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,18314.01,0.0,0.0
2004,,18314.01,0.0,0.0
2005,,18314.01,0.0,0.0
2006,,18314.01,398053.0,398053.0
2007,,18314.01,1347424.0,1347424.0
2008,,18314.01,1353476.0,1353476.0
2009,,18314.01,1370976.0,1370976.0
2010,,18314.01,1379157.0,1379157.0
2011,,18314.01,1400435.0,1400435.0
2012,,18314.01,1433094.0,1433094.0
2013,,18314.01,353514.0,353514.0
2014,start of forecast,18314.01,1410000.0,1410000.0
2015,,18314.01,1411000.0,1411000.0
2016,,18314.01,1411000.0,1411000.0
2017,,18314.01,1411000.0,1411000.0
2018,,18314.01,1412000.0,1412000.0
2019,,18314.01,1413000.0,1413000.0
2020,,18314.01,1414000.0,1414000.0
2021,,18314.01,1414000.0,1414000.0
2022,,18314.01,1414000.0,1414000.0
2023,,18314.01,1414000.0,1414000.0
2024,,18314.01,1415000.0,1415000.0
2025,,18314.01,1415000.0,1415000.0
2026,,18314.01,1415000.0,1415000.0
2027,,18314.01,1416000.0,1416000.0
2028,,18314.01,1416000.0,1416000.0
2029,,18314.01,1416000.0,1416000.0
2030,,18314.01,1416000.0,1416000.0
2031,,18314.01,1416000.0,1416000.0
2032,,18314.01,1416000.0,1416000.0
2033,,18314.01,1415000.0,1415000.0
2034,,18314.01,1415000.0,1415000.0
2035,,18314.01,1413000.0,1413000.0
2036,,18314.01,1414000.0,1414000.0
2037,,18314.01,1415000.0,1415000.0
2038,,18314.01,1415000.0,1415000.0
2039,,18314.01,1416000.0,1416000.0
2040,,18314.01,1417000.0,1417000.0
