year,Base case diesel consumed,Modeled non-residential ashp
2017,105687.198775,73981.0390792
2018,105687.198775,73981.0390792
2019,105687.198775,73981.0390792
2020,105687.198775,73981.0390792
2021,105687.198775,73981.0390792
2022,105687.198775,73981.0390792
2023,105687.198775,73981.0390792
2024,105687.198775,73981.0390792
2025,105687.198775,73981.0390792
2026,105687.198775,73981.0390792
2027,105687.198775,73981.0390792
2028,105687.198775,73981.0390792
2029,105687.198775,73981.0390792
2030,105687.198775,73981.0390792
2031,105687.198775,73981.0390792
