year,Base case cost,Modeled non-residential energy efficiency
2017,1009943.06171,996364.935336
2018,1081427.82897,1059430.77164
2019,1179960.88656,1146359.35681
2020,1224397.36351,1185562.44423
2021,1257241.71603,1214538.63929
2022,1280425.96488,1234992.42404
2023,1295882.13077,1248628.28053
2024,1309406.27593,1260559.65497
2025,1324862.44183,1274195.51147
2026,1344182.6492,1291240.33209
2027,1359638.81509,1304876.18859
2028,1373162.96025,1316807.56302
2029,1390551.14688,1332147.90158
2030,1402143.2713,1342374.79395
2031,1421463.47867,1359419.61457
