year,Base case cost,Modeled diesel efficiency
2019,682114.609809,847361.278269
2020,716360.231698,878493.661804
2021,741315.403704,901180.181809
2022,758930.819237,917194.195931
2023,770674.429593,927870.205345
2024,781502.387161,937713.803134
2025,793254.302757,948397.362767
2026,807944.197253,961751.812309
2027,820275.403388,972961.999705
2028,830565.596621,982316.720825
2029,843795.845063,994344.219409
2030,852616.01069,1002362.5518
2031,867316.286737,1015726.43911
2032,882016.562783,1029090.32643
2033,896083.564226,1041878.50956
2034,910773.458721,1055232.9591
2035,919754.538388,1063397.57698
2036,936552.925867,1078668.83832
2037,946029.205511,1087283.638
2038,962188.089456,1101973.53249
