year,Base case cost,Modeled non-residential energy efficiency
2017,554438.207336,546188.834134
2018,578171.06191,567763.47211
2019,610803.736949,598228.450231
2020,626378.422763,611789.736326
2021,636761.546639,620237.306966
2022,645661.367104,627254.814695
2023,650852.929042,630630.409996
2024,656044.49098,634047.794141
2025,661236.052918,637505.987699
2026,667910.918266,642477.915876
2027,673844.13191,646751.822114
2028,679035.693848,650326.794244
2029,685710.559197,655412.763993
2030,689418.817724,657587.216431
2031,696835.334778,663481.76959
