year,Base case cost,Modeled water and wastewater efficiency
2017,19505.7834169,30580.2336767
2018,21200.5006427,31275.2978876
2019,23528.5073359,32391.5228176
2020,24646.2207247,32730.3545029
2021,25394.999472,32838.4503999
2022,26038.1802182,32886.770696
2023,26416.4833195,32771.5580314
2024,26793.4450515,32663.9081273
2025,27169.930018,32564.2037214
2026,27650.3353695,32540.085389
2027,28076.2774227,32488.4155909
2028,28447.4238082,32408.7889092
2029,28923.2487575,32404.7054788
2030,29186.2353656,32269.5906138
2031,29711.8115845,32312.3052165
