year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,72353.29961,53541.4417114
2018,72353.29961,53541.4417114
2019,72353.29961,53541.4417114
2020,72353.29961,53541.4417114
2021,72353.29961,53541.4417114
2022,72353.29961,53541.4417114
2023,72353.29961,53541.4417114
2024,72353.29961,53541.4417114
2025,72353.29961,53541.4417114
2026,72353.29961,53541.4417114
2027,72353.29961,53541.4417114
2028,72353.29961,53541.4417114
2029,72353.29961,53541.4417114
2030,72353.29961,53541.4417114
2031,72353.29961,53541.4417114
