year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,72353.0,53498.7934063
2018,72353.0,53498.7934063
2019,72353.0,53498.7934063
2020,72353.0,53498.7934063
2021,72353.0,53498.7934063
2022,72353.0,53498.7934063
2023,72353.0,53498.7934063
2024,72353.0,53498.7934063
2025,72353.0,53498.7934063
2026,72353.0,53498.7934063
2027,72353.0,53498.7934063
2028,72353.0,53498.7934063
2029,72353.0,53498.7934063
2030,72353.0,53498.7934063
2031,72353.0,53498.7934063
2032,,
2033,,
2034,,
2035,,
2036,,
