year,Base case cost,Modeled residential energy efficiency
2017,582253.615761,589016.721187
2018,620397.955612,622930.91316
2019,660088.653691,657440.082196
2020,679472.482986,673640.660462
2021,692395.035849,684036.409807
2022,701625.430751,691127.512276
2023,719386.56436,706957.351352
2024,735467.532257,721314.338465
2025,742122.374168,726183.626223
2026,750678.599482,732802.665317
2027,757333.441393,737725.677434
2028,763037.591602,741813.325714
2029,770643.125214,747648.858662
2030,775396.583722,750925.256339
2031,795117.714746,768835.842281
