year,Base case cost,Modeled solar power (pv)
2016,220429.869079,225907.368821
2017,262538.555365,267485.730261
2018,294465.175097,298989.357622
2019,337340.678706,341353.367427
2020,357774.545132,361477.093138
2021,371863.847579,375323.130766
2022,382623.258918,385878.84608
2023,392361.110667,395434.622574
2024,399249.075808,402161.628887
2025,407162.760948,409909.852954
2026,416465.985421,419034.922484
2027,423784.114251,426195.479702
2028,429449.337484,431715.057846
2029,437439.0926,439546.488329
2030,443116.190702,445093.116893
2031,453164.632009,454982.423144
2032,462543.45819,464205.807778
2033,472298.750018,473809.274158
2034,482347.659593,483702.108352
2035,488377.005338,489609.881547
