year,Base case cost,Modeled water and wastewater efficiency
2017,66685.4489902,67730.7483455
2018,70276.513828,69663.7730138
2019,75105.2812885,72450.626531
2020,77471.8736345,73569.0333649
2021,79042.2265453,74160.1556616
2022,80141.1540317,74448.9182018
2023,81002.2435679,74590.9488895
2024,81651.4255421,74594.9741694
2025,82418.4003782,74687.7142466
2026,83419.8273908,74946.9295852
2027,84199.0830902,75064.0489552
2028,84879.2266466,75119.1505174
2029,85774.6030997,75333.3121193
2030,86324.9390478,75324.4837562
2031,87305.4507445,75623.5199054
