year,Base case cost,Modeled non-residential energy efficiency
2017,1855376.14141,1921121.40502
2018,1958029.39522,2013236.64859
2019,2095969.70503,2138714.10391
2020,2163335.90284,2197789.66754
2021,2208246.70138,2235807.02473
2022,2240325.8432,2261832.98669
2023,2265989.15665,2281911.3438
2024,2285236.64174,2296039.78586
2025,2307692.04101,2313285.29059
2026,2336563.26865,2336668.73304
2027,2359018.66792,2354095.65106
2028,2378266.15301,2368587.02147
2029,2403929.46646,2389210.02635
2030,2419969.03737,2400847.27333
2031,2448840.265,2424658.35021
