year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,98329.05,7830.53,249700.46,48337.52
2018,98483.34,7822.27,249700.46,49257.26
2019,98637.63,7815.76,249700.46,49257.26
2020,98560.48,7818.61,249700.46,49257.26
2021,98637.63,7815.67,249700.46,49257.26
2022,98869.06,7799.63,249700.46,49257.26
2023,99331.93,7776.43,249700.46,50177.01
2024,99563.36,7761.61,249700.46,51096.75
2025,99794.79,7750.5,249700.46,51096.75
2026,99871.94,7745.54,249700.46,51096.75
2027,99949.08,7742.03,249700.46,51096.75
2028,99871.94,7745.93,249700.46,51096.75
2029,99871.94,7744.67,249700.46,51096.75
2030,100026.23,7738.88,249700.46,51096.75
2031,100257.66,7723.38,249700.46,52016.49
