year,Base case diesel consumed,Modeled residential ashp
2017,7347.48921391,-40990.0301367
2018,7487.29368921,-40850.2256614
2019,7487.29368921,-40850.2256614
2020,7487.29368921,-40850.2256614
2021,7487.29368921,-40850.2256614
2022,7487.29368921,-40850.2256614
2023,7627.09816451,-40710.4211861
2024,7766.90263981,-40570.6167108
2025,7766.90263981,-40570.6167108
2026,7766.90263981,-40570.6167108
2027,7766.90263981,-40570.6167108
2028,7766.90263981,-40570.6167108
2029,7766.90263981,-40570.6167108
2030,7766.90263981,-40570.6167108
2031,7906.70711511,-40430.8122355
