year,Base case diesel consumed,Modeled non-residential ashp
2017,34458.6639371,-40451.4750566
2018,34458.6639371,-40451.4750566
2019,34458.6639371,-40451.4750566
2020,34458.6639371,-40451.4750566
2021,34458.6639371,-40451.4750566
2022,34458.6639371,-40451.4750566
2023,34458.6639371,-40451.4750566
2024,34458.6639371,-40451.4750566
2025,34458.6639371,-40451.4750566
2026,34458.6639371,-40451.4750566
2027,34458.6639371,-40451.4750566
2028,34458.6639371,-40451.4750566
2029,34458.6639371,-40451.4750566
2030,34458.6639371,-40451.4750566
2031,34458.6639371,-40451.4750566
