year,Base case cost,Modeled water and wastewater efficiency
2017,93625.7318558,109651.561324
2018,98997.3599772,112354.375774
2019,106112.975418,116291.80193
2020,109955.450586,117981.390911
2021,112910.423838,119078.200942
2022,115154.984114,119704.615596
2023,117057.33647,120115.643612
2024,118801.049439,120438.155416
2025,120764.852812,120934.463672
2026,122951.871435,121606.241236
2027,124972.920334,122182.890737
2028,126825.948438,122662.52936
2029,129116.340393,123464.953852
2030,130841.955544,123894.111756
2031,133400.221337,124919.448637
