year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,45124.4,724296.26,1180841.17,48501.33,735674.48,577514.21
2018,48083.92,767191.59,1267307.89,50913.44,767504.06,616256.58
2019,52018.63,824935.3,1376379.86,54094.34,810351.57,665184.06
2020,54118.9,852982.25,1455723.18,55836.55,831163.22,700143.49
2021,55720.91,872780.1,1518517.22,57189.52,845853.8,727678.29
2022,56923.59,885978.66,1580345.77,58231.4,855647.51,754506.31
2023,57933.12,895877.58,1638323.24,59124.22,862992.8,779543.92
2024,58852.42,904126.69,1694570.96,59948.63,869113.88,803765.32
2025,59893.82,914025.61,1754049.46,60871.04,876459.16,829408.51
2026,61059.1,925574.35,1816954.54,61892.77,885028.67,856552.48
2027,62130.57,935473.27,1878064.6,62842.35,892373.95,882853.91
2028,63106.99,943722.38,1937183.86,63718.96,898495.03,908233.8
2029,64326.21,955271.12,2010306.28,64790.13,907064.53,939656.02
2030,65228.23,961870.4,2068000.34,65613.72,911961.39,964342.58
2031,66594.95,975068.96,2145941.59,66805.27,921755.11,997827.27
2032,67865.85,986617.71,2222033.44,67922.83,930324.61,1030447.48
2033,69155.98,998166.45,2299191.24,69057.69,938894.11,1063497.74
2034,70582.56,1011365.01,2380634.9,70302.65,948687.83,1098395.45
2035,71685.81,1019614.11,2453408.65,71295.73,954808.9,1129440.29
2036,73160.62,1032812.68,2537060.35,72584.77,964602.62,1165228.81
2037,74308.44,1041061.78,2619823.01,73619.13,970723.69,1200459.74
2038,75831.75,1054260.34,2705769.77,74952.19,980517.41,1237174.18
2039,77138.78,1064159.27,2794101.79,76116.86,987862.7,1274770.38
2040,78827.94,1079007.65,2894606.13,77585.33,998880.63,1317632.46
