year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,164982.042568,122086.7115
2018,164982.042568,122086.7115
2019,164982.042568,122086.7115
2020,164982.042568,122086.7115
2021,164982.042568,122086.7115
2022,164982.042568,122086.7115
2023,164982.042568,122086.7115
2024,164982.042568,122086.7115
2025,164982.042568,122086.7115
2026,164982.042568,122086.7115
2027,164982.042568,122086.7115
2028,164982.042568,122086.7115
2029,164982.042568,122086.7115
2030,164982.042568,122086.7115
2031,164982.042568,122086.7115
