year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,2718271
2004,,0,0,0,0,0,2701359
2005,,0,0,0,0,0,2674736
2006,,0,0,0,0,0,2688995
2007,,0,0,0,0,0,2600919
2008,,0,0,0,0,0,2702564
2009,,0,0,0,0,0,2752306
2010,,0,0,0,0,0,2844764
2011,,0,0,0,0,0,2838966
2012,,0,0,0,0,0,2898846
2013,,0,0,0,0,0,2962264
2014,start of forecast,0,0,0,0,0,2921000
2015,,0,0,0,0,0,2938000
2016,,0,0,0,0,0,2955000
2017,,0,0,0,0,0,2972000
2018,,0,0,0,0,0,2990000
2019,,0,0,0,0,0,3008000
2020,,0,0,0,0,0,3027000
2021,,0,0,0,0,0,3045000
2022,,0,0,0,0,0,3064000
2023,,0,0,0,0,0,3084000
2024,,0,0,0,0,0,3104000
2025,,0,0,0,0,0,3125000
2026,,0,0,0,0,0,3146000
2027,,0,0,0,0,0,3167000
2028,,0,0,0,0,0,3188000
2029,,0,0,0,0,0,3210000
2030,,0,0,0,0,0,3233000
2031,,0,0,0,0,0,3256000
2032,,0,0,0,0,0,3279000
2033,,0,0,0,0,0,3302000
2034,,0,0,0,0,0,3326000
2035,,0,0,0,0,0,3351000
2036,,0,0,0,0,0,3376000
2037,,0,0,0,0,0,3401000
2038,,0,0,0,0,0,3427000
2039,,0,0,0,0,0,3454000
2040,,0,0,0,0,0,3480000
