year,annotation,Average Load
2003,,289.0
2004,,284.0
2005,,284.0
2006,,289.0
2007,,277.0
2008,,293.0
2009,,298.0
2010,,308.0
2011,,307.0
2012,,312.0
2013,,317.0
2014,start of forecast,314.0
2015,,316.0
2016,,318.0
2017,,320.0
2018,,322.0
2019,,324.0
2020,,326.0
2021,,328.0
2022,,330.0
2023,,332.0
2024,,334.0
2025,,336.0
2026,,339.0
2027,,341.0
2028,,343.0
2029,,346.0
2030,,348.0
2031,,350.0
2032,,353.0
2033,,355.0
2034,,358.0
2035,,361.0
2036,,363.0
2037,,366.0
2038,,369.0
2039,,372.0
2040,,375.0
