year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2000,,,2.32
2004,,1.56,2.32
2005,,1.81,3.7
2006,,1.85,5.01
2008,,3.17,5.7
2009,,3.95,7.2
2010,,3.0,5.12
2011,,3.38,6.34
2012,,3.97,7.64
2013,,4.23,7.53
2014,,,7.08
2016,,1.84,4.04
2017,,2.19,4.39
2018,,2.45,4.65
2019,,2.8,5.0
2020,,2.97,5.17
2021,,3.09,5.29
2022,,3.17,5.37
2023,,3.23,5.43
2024,,3.28,5.48
2025,,3.34,5.54
2026,,3.41,5.61
2027,,3.47,5.67
2028,,3.52,5.72
2029,,3.59,5.79
2030,,3.63,5.83
2031,,3.71,5.91
2032,,3.78,5.98
2033,,3.85,6.05
2034,,3.93,6.13
2035,,3.98,6.18
2036,,4.06,6.26
2037,,4.11,6.31
2038,,4.19,6.39
2039,,4.25,6.45
2040,,4.34,6.54
