year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,217364.2,10278.55,164982.04,208869.62
2018,218680.67,10340.29,164982.04,214308.15
2019,219997.14,10403.41,164982.04,219746.67
2020,221386.75,10467.56,164982.04,226272.9
2021,222703.22,10532.95,164982.04,231711.42
2022,224092.83,10600.0,164982.04,238237.65
2023,225555.58,10668.78,164982.04,244763.88
2024,227018.33,10739.2,164982.04,251290.11
2025,228554.21,10810.86,164982.04,257816.34
2026,230090.1,10883.68,164982.04,264342.57
2027,231625.98,10957.48,164982.04,270868.8
2028,233161.86,11032.4,164982.04,277395.03
2029,234770.89,11109.59,164982.04,285008.96
2030,236453.05,11188.08,164982.04,291535.19
2031,238135.2,11267.89,164982.04,299149.12
2032,239817.36,11348.52,164982.04,306763.06
2033,241499.52,11430.45,164982.04,314376.99
2034,243254.82,11514.0,164982.04,321990.92
2035,245083.25,11599.36,164982.04,329604.86
2036,246911.69,11686.72,164982.04,337218.79
2037,248740.12,11776.01,164982.04,345920.43
2038,250641.69,11866.97,164982.04,353534.36
2039,252616.4,11959.22,164982.04,362236.0
2040,254517.97,12052.92,164982.04,370937.64
