year,Base case cost,Modeled residential energy efficiency
2017,1758355.37886,1655849.44075
2018,1883564.47953,1756801.3565
2019,2041563.92007,1884585.2499
2020,2155866.67258,1981049.43794
2021,2246195.50783,2057083.27832
2022,2334852.07579,2134305.74374
2023,2417867.1605,2207385.80087
2024,2498336.27879,2278736.44938
2025,2583457.97341,2354194.57109
2026,2673507.01957,2434031.7978
2027,2760918.50757,2512038.59219
2028,2845417.6622,2587937.18139
2029,2949962.30012,2682644.7912
2030,3032342.91643,2757345.16332
2031,3143768.8629,2858490.31001
2032,3252480.92476,2957714.39547
2033,3362688.98497,3058545.41902
2034,3479030.35455,3164938.87047
2035,3582848.93234,3260952.9937
2036,3702289.15563,3370654.41989
