year,Base case cost,Modeled non-residential energy efficiency
2017,1459970.73403,1471340.78094
2018,1534695.64674,1533040.50061
2019,1635286.87538,1617853.19033
2020,1684145.47216,1656771.28033
2021,1718633.89341,1683016.83353
2022,1741626.17424,1699143.10111
2023,1758870.38486,1710259.13183
2024,1773240.56039,1718918.2921
2025,1790484.77101,1730229.74332
2026,1810603.01674,1744191.22253
2027,1827847.22737,1755689.04124
2028,1842217.40289,1764721.04139
2029,1862335.64862,1778952.33329
2030,1873831.78903,1785602.16243
2031,1896824.06987,1802558.69389
