year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,88926.0,71333.9408841
2018,88926.0,71333.9408841
2019,88926.0,71333.9408841
2020,88926.0,71333.9408841
2021,88926.0,71333.9408841
2022,88926.0,71333.9408841
2023,88926.0,71333.9408841
2024,88926.0,71333.9408841
2025,88926.0,71333.9408841
2026,88926.0,71333.9408841
2027,88926.0,71333.9408841
2028,88926.0,71333.9408841
2029,87868.0,70275.9408841
2030,87868.0,70275.9408841
2031,87868.0,70275.9408841
2032,87868.0,70275.9408841
2033,87868.0,70275.9408841
2034,87868.0,70275.9408841
2035,87868.0,70275.9408841
2036,87868.0,70275.9408841
