year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,,0.0,67509.79,21415.77
2018,,0.0,67509.79,21415.77
2019,,0.0,67509.79,21415.77
2020,,0.0,67509.79,21415.77
2021,,0.0,67509.79,21415.77
2022,,0.0,67509.79,21415.77
2023,,0.0,67509.79,21415.77
2024,,0.0,67509.79,21415.77
2025,,0.0,67509.79,21415.77
2026,,0.0,67509.79,21415.77
2027,,0.0,67509.79,21415.77
2028,,0.0,67509.79,21415.77
2029,,0.0,67509.79,20358.13
2030,,0.0,67509.79,20358.13
2031,,0.0,67509.79,20358.13
2032,,0.0,67509.79,20358.13
2033,,0.0,67509.79,20358.13
2034,,0.0,67509.79,20358.13
2035,,0.0,67509.79,20358.13
2036,,0.0,67509.79,20358.13
2037,,0.0,67509.79,20358.13
2038,,0.0,67509.79,20358.13
2039,,0.0,67509.79,20358.13
2040,,0.0,67509.79,20358.13
