year,Base case cost,Modeled diesel efficiency
2019,84533.0608649,243606.299153
2020,89807.97762,248401.678021
2021,93614.6532146,251862.292198
2022,96368.0253679,254365.357792
2023,98120.1712837,255958.217715
2024,99956.3126892,257627.437175
2025,101714.338289,259225.642266
2026,104322.398245,261596.605862
2027,106086.30353,263200.156121
2028,107598.222345,264574.627771
2029,109979.494479,266739.42062
2030,111243.626599,267888.631638
2031,113896.204165,270300.065789
2032,116179.201576,272375.517981
2033,118854.457924,274807.569206
2034,121399.521263,277121.26315
2035,122926.559266,278509.479517
2036,125630.37408,280967.492985
2037,127162.451813,282360.290924
2038,130142.611789,285069.527265
