year,Base case cost,Modeled non-residential energy efficiency
2017,254009.073996,275502.913716
2018,268555.359702,289086.494995
2019,288101.93112,307339.432338
2020,297193.359686,315829.170638
2021,303557.359683,321771.987447
2022,308557.645394,326441.343512
2023,311739.645393,329412.751916
2024,314467.073963,331959.673406
2025,317649.073961,334931.081811
2026,321740.216816,338751.464045
2027,324922.216814,341722.87245
2028,327649.645384,344269.79394
2029,331286.216811,347665.68926
2030,333559.073952,349788.123834
2031,337650.216807,353608.506069
