year,Base case diesel consumed,Modeled non-residential ashp
2017,772282.841367,728543.406257
2018,787866.547734,744127.112624
2019,801718.731171,757979.296061
2020,815570.914608,771831.479498
2021,827691.575115,783952.140006
2022,843275.281482,799535.846373
2023,857127.464919,813388.02981
2024,874442.694216,830703.259106
2025,891757.923512,848018.488402
2026,909073.152808,865333.717699
2027,928119.905034,884380.469925
2028,945435.134331,901695.699221
2029,967944.932416,924205.497307
2030,992186.253431,948446.818322
2031,1018159.09738,974419.662266
