year,Base case cost,Modeled diesel efficiency
2019,69649.6046924,258100.750626
2020,76837.6156265,264635.30602
2021,82875.4962444,270124.2884
2022,89162.7174986,275839.944086
2023,94036.4414063,280270.602184
2024,99828.8564911,285536.434079
2025,105212.638535,290430.781391
2026,112161.5432,296747.96745
2027,118734.039509,302722.964095
2028,124956.010599,308379.30145
2029,133492.646329,316139.879386
2030,141163.420408,323113.310367
2031,151112.606927,332158.025384
2032,161737.091888,341816.648076
2033,171862.908957,351021.936321
2034,183313.578586,361431.635983
2035,194732.463592,371812.440534
2036,208585.54233,384406.148478
2037,221528.342152,396172.330134
2038,237660.83332,410838.231196
