year,Base case cost,Modeled non-residential energy efficiency
2017,947013.591461,944236.314207
2018,999057.658637,989840.227287
2019,1069317.14933,1052173.99774
2020,1101844.69131,1080000.07267
2021,1123963.41986,1098339.78703
2022,1140877.74169,1111958.24158
2023,1152587.65681,1120854.38356
2024,1161695.36856,1127410.27425
2025,1173405.28368,1136391.08848
2026,1186416.30047,1146604.30103
2027,1198126.21559,1155665.86501
2028,1207233.92734,1162383.30063
2029,1220244.94414,1172713.41827
2030,1228051.55421,1178314.51324
2031,1241062.57101,1188718.07235
