year,Base case diesel consumed,Modeled non-residential ashp
2017,87972.8715237,61581.0100666
2018,87972.8715237,61581.0100666
2019,87972.8715237,61581.0100666
2020,87972.8715237,61581.0100666
2021,87972.8715237,61581.0100666
2022,87972.8715237,61581.0100666
2023,87972.8715237,61581.0100666
2024,87972.8715237,61581.0100666
2025,87972.8715237,61581.0100666
2026,87972.8715237,61581.0100666
2027,87972.8715237,61581.0100666
2028,87972.8715237,61581.0100666
2029,87972.8715237,61581.0100666
2030,87972.8715237,61581.0100666
2031,87972.8715237,61581.0100666
