year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,87973.0,65388.6235263
2018,87973.0,65388.6235263
2019,87973.0,65388.6235263
2020,87973.0,65388.6235263
2021,87973.0,65388.6235263
2022,87973.0,65388.6235263
2023,87973.0,65388.6235263
2024,87973.0,65388.6235263
2025,87973.0,65388.6235263
2026,87973.0,65388.6235263
2027,87973.0,65388.6235263
2028,87973.0,65388.6235263
2029,87973.0,65388.6235263
2030,87973.0,65388.6235263
2031,87973.0,65388.6235263
2032,,
2033,,
2034,,
2035,,
2036,,
