year,Base case cost,Modeled water and wastewater efficiency
2017,144616.201721,118309.88488
2018,152271.004046,123281.302258
2019,162627.370986,130152.437661
2020,167390.078069,133117.69857
2021,170630.591035,135026.638202
2022,173159.480972,136447.015897
2023,174925.711744,137342.005974
2024,176304.302018,137973.680607
2025,178047.787573,138868.172153
2026,179958.312053,139886.743508
2027,181674.139015,140776.483543
2028,182996.397839,141397.934705
2029,184934.602083,142458.2162
2030,186076.489722,142967.713366
2031,188024.85837,144049.011751
