year,Base case cost,Modeled wind power
2019,314081.928038,479098.743911
2020,334002.354238,491720.096503
2021,348068.5424,499530.219967
2022,359222.305914,504998.109998
2023,367428.378286,508086.161782
2024,374928.386056,510680.900889
2025,383237.319037,514059.87556
2026,392740.904509,518606.635336
2027,401548.711439,522663.834098
2028,410039.119921,526607.775156
2029,419759.447389,531630.930281
2030,426429.223107,534156.483062
2031,437066.479425,540142.079253
2032,448201.874973,546704.517706
2033,459801.612695,553690.550963
2034,471127.300368,560595.197055
2035,479705.140367,565178.110814
2036,491559.825454,572639.026392
2037,499461.724314,576805.087169
2038,511474.373906,584562.133591
