year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,73912.69,6631.83,68016.83,32682.79
2018,74133.11,6634.61,68016.83,33225.95
2019,74427.0,6637.47,68016.83,33769.11
2020,74720.88,6640.59,68016.83,34312.27
2021,75014.77,6643.81,68016.83,34312.27
2022,75308.66,6647.15,68016.83,34855.43
2023,75602.55,6650.05,68016.83,35398.59
2024,75896.43,6653.18,68016.83,35941.75
2025,76190.32,6656.58,68016.83,36484.9
2026,76557.68,6660.83,68016.83,37028.06
2027,76925.04,6664.91,68016.83,37571.22
2028,77365.87,6668.98,68016.83,38114.38
2029,77733.23,6673.13,68016.83,38657.54
2030,78100.59,6677.39,68016.83,39200.7
2031,78467.95,6681.44,68016.83,39743.86
2032,78908.78,6685.72,68016.83,40287.02
2033,79276.14,6690.02,68016.83,40830.17
2034,79716.97,6694.39,68016.83,41373.33
2035,80084.33,6698.53,68016.83,41916.49
2036,80451.69,6702.62,68016.83,42459.65
2037,80819.05,6706.88,68016.83,43002.81
2038,81186.41,6710.61,68016.83,43545.97
2039,81553.77,6714.46,68016.83,44089.13
2040,81921.13,6718.08,68016.83,44632.28
