year,Base case cost,Modeled diesel efficiency
2019,314081.928038,477841.619459
2020,334002.354238,491443.771396
2021,348068.5424,499829.529224
2022,359222.305914,505670.7928
2023,367428.378286,508933.083747
2024,374928.386056,511651.883109
2025,383237.319037,515202.148494
2026,392740.904509,519932.289186
2027,401548.711439,524121.532398
2028,410039.119921,528111.712546
2029,419759.447389,533307.384579
2030,426429.223107,535815.163465
2031,437066.479425,542013.078507
2032,448201.874973,548745.229844
2033,459801.612695,555978.985494
2034,471127.300368,563041.217095
2035,479705.140367,567681.198655
2036,491559.825454,575374.147202
2037,499461.724314,579545.935875
2038,511474.373906,587525.358682
