year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,869119
2004,,0,0,0,0,0,927074
2005,,0,0,0,0,0,958546
2006,,0,0,0,0,0,1004355
2007,,0,0,0,0,0,964123
2008,,0,0,0,0,0,927222
2009,,0,0,0,0,0,951711
2010,,0,0,0,0,0,1009853
2011,,0,0,0,0,0,1031033
2012,,0,0,0,0,0,1055383
2013,,0,0,0,0,0,998431
2014,start of forecast,0,0,0,0,0,997000
2015,,0,0,0,0,0,999000
2016,,0,0,0,0,0,1003000
2017,,0,0,0,0,0,1006000
2018,,0,0,0,0,0,1009000
2019,,0,0,0,0,0,1013000
2020,,0,0,0,0,0,1017000
2021,,0,0,0,0,0,1021000
2022,,0,0,0,0,0,1025000
2023,,0,0,0,0,0,1029000
2024,,0,0,0,0,0,1033000
2025,,0,0,0,0,0,1037000
2026,,0,0,0,0,0,1042000
2027,,0,0,0,0,0,1047000
2028,,0,0,0,0,0,1053000
2029,,0,0,0,0,0,1058000
2030,,0,0,0,0,0,1063000
2031,,0,0,0,0,0,1068000
2032,,0,0,0,0,0,1074000
2033,,0,0,0,0,0,1079000
2034,,0,0,0,0,0,1085000
2035,,0,0,0,0,0,1090000
2036,,0,0,0,0,0,1095000
2037,,0,0,0,0,0,1100000
2038,,0,0,0,0,0,1105000
2039,,0,0,0,0,0,1110000
2040,,0,0,0,0,0,1115000
