year,Base case diesel consumed,Modeled wind power
2019,74426.9971653,60614.7012533
2020,74720.8846171,60908.5887051
2021,75014.7720689,61202.4761569
2022,75308.6595207,61496.3636087
2023,75602.5469725,61790.2510605
2024,75896.4344243,62084.1385123
2025,76190.3218761,62378.0259641
2026,76557.6811908,62745.3852788
2027,76925.0405055,63112.7445935
2028,77365.8716832,63553.5757712
2029,77733.2309979,63920.935086
2030,78100.5903127,64288.2944007
2031,78467.9496274,64655.6537154
2032,78908.7808051,65096.4848931
2033,79276.1401198,65463.8442078
2034,79716.9712975,65904.6753855
2035,80084.3306122,66272.0347003
2036,80451.689927,66639.394015
2037,80819.0492417,67006.7533297
2038,81186.4085564,67374.1126445
