year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,32103.29,329255.34,261280.12,50527.09,249774.52,297473.26
2018,34704.27,355781.91,278580.49,53338.2,263488.41,317109.28
2019,38303.45,392510.99,301369.88,57222.7,282476.87,343503.24
2020,39981.61,409515.2,314795.32,59049.29,291267.83,357844.87
2021,41130.44,421078.06,320628.41,60309.37,297245.68,365189.12
2022,42015.28,429920.25,330235.12,61287.68,301816.98,374589.04
2023,42632.1,436041.76,338567.11,61974.82,304981.72,382340.25
2024,43184.38,441483.11,346637.45,62594.86,307794.83,389725.57
2025,43805.6,447604.63,355159.54,63291.81,310959.57,397631.06
2026,44499.65,454406.31,364149.69,64074.8,314475.95,406069.97
2027,45126.74,460527.82,372872.75,64784.84,317640.7,414138.58
2028,45687.82,465969.17,381312.44,65424.26,320453.8,421823.66
2029,46383.55,472770.85,390612.18,66209.81,323970.18,430513.84
2030,46813.82,476851.86,398452.53,66710.97,326080.01,437405.43
2031,47577.18,484333.71,408345.25,67569.59,329948.03,446730.4
2032,48343.05,491815.57,418357.46,68433.56,333816.05,456152.36
2033,49176.95,499977.59,428897.47,69371.79,338035.71,466156.22
2034,49945.43,507459.44,439154.11,70240.74,341903.73,475776.55
2035,50512.2,512900.78,448272.74,70890.5,344716.84,484012.67
2036,51347.35,521062.8,459176.67,71830.11,348936.5,494311.88
2037,51849.47,525823.98,468060.81,72412.16,351397.97,502204.16
2038,52683.57,533986.0,479198.3,73348.46,355617.63,512692.93
2039,53318.15,540107.52,489143.47,74070.86,358782.37,521753.4
2040,54220.22,548949.7,500971.7,75080.76,363353.67,532956.32
