year,Base case cost,Modeled biomass for heat (cordwood)
2017,519571.907799,555575.655679
2018,564287.400337,592329.48194
2019,625686.602083,643132.980844
2020,656085.725413,668100.430471
2021,674629.197789,682653.616266
2022,692246.840328,697012.84222
2023,705610.253658,707849.172185
2024,717959.506196,717870.424778
2025,731514.279526,728941.285953
2026,746284.572856,741071.254999
2027,760041.736187,752385.677443
2028,772769.359517,762867.666542
2029,787858.39364,775375.981899
2030,798494.17697,784158.958465
2031,814917.7003,797861.966221
2032,831468.794423,811710.611685
2033,849288.477753,826668.247966
2034,866078.601083,840790.796066
2035,879497.675206,852090.846677
2036,897691.629328,867473.24159
