year,Base case cost,Modeled solar power (pv)
2016,125022.651996,128647.477522
2017,144760.644474,148104.383974
2018,159350.724827,162502.182323
2019,178783.999315,181668.855484
2020,188094.567881,190865.170665
2021,194195.333811,196900.643176
2022,199082.575444,201747.108872
2023,202331.944226,204973.86866
2024,205179.665418,207805.261306
2025,208884.869,211488.90378
2026,212549.717155,215127.088503
2027,215807.796839,218364.717526
2028,218727.919221,221276.008305
2029,221915.191265,224438.272701
2030,223951.196798,226471.708205
2031,228521.815911,231012.913119
2032,232194.524958,234662.249906
2033,236275.281195,238714.87743
2034,240880.722427,243292.841402
2035,243334.525477,245740.791485
