year,annotation,Electricity price ($/kwh)
2002,,0.35
2003,,0.35
2004,,0.35
2005,,0.35
2006,,0.35
2007,,0.47
2008,,0.5
2009,,0.5
2010,,0.5
2011,,0.5
2012,,0.5
2013,,0.5
2016,start of forecast,0.36
2017,,0.4
2018,,0.43
2019,,0.48
2020,,0.5
2021,,0.51
2022,,0.52
2023,,0.53
2024,,0.53
2025,,0.54
2026,,0.55
2027,,0.56
2028,,0.56
2029,,0.57
2030,,0.57
2031,,0.58
2032,,0.59
2033,,0.6
2034,,0.61
2035,,0.61
2036,,0.62
2037,,0.63
2038,,0.64
2039,,0.64
2040,,0.65
