year,Base case cost,Modeled non-residential energy efficiency
2017,266008.864238,287748.902964
2018,285721.103663,305479.280231
2019,312755.032018,329795.226196
2020,325708.789354,341446.616971
2021,334156.891965,349045.350085
2022,340352.167213,354617.754369
2023,344857.821938,358670.41203
2024,348800.269823,362216.487483
2025,353305.924549,366269.145144
2026,358374.786116,370828.385012
2027,362880.440841,374881.042673
2028,366259.681886,377920.535919
2029,371328.543452,382479.775787
2030,374144.577656,385012.686826
2031,379776.646063,390078.508902
