year,Base case cost,Modeled diesel efficiency
2019,178783.999315,338617.698526
2020,188094.567881,347081.851767
2021,194195.333811,352628.002613
2022,199082.575444,357070.949552
2023,202331.944226,360024.921172
2024,205179.665418,362613.758619
2025,208884.869,365982.125512
2026,212549.717155,369313.805652
2027,215807.796839,372275.696274
2028,218727.919221,374930.352985
2029,221915.191265,377827.873025
2030,223951.196798,379678.787146
2031,228521.815911,383833.895431
2032,232194.524958,387172.721838
2033,236275.281195,390882.500235
2034,240880.722427,395069.264991
2035,243334.525477,397299.995036
2036,247833.146872,401389.65085
2037,250286.937166,403620.369299
2038,254376.595226,407338.240263
