year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,6493.37050379,4805.0941728
2018,6493.37050379,4805.0941728
2019,6493.37050379,4805.0941728
2020,6493.37050379,4805.0941728
2021,6493.37050379,4805.0941728
2022,6493.37050379,4805.0941728
2023,6493.37050379,4805.0941728
2024,6493.37050379,4805.0941728
2025,6493.37050379,4805.0941728
2026,6493.37050379,4805.0941728
2027,6493.37050379,4805.0941728
2028,6493.37050379,4805.0941728
2029,6493.37050379,4805.0941728
2030,6493.37050379,4805.0941728
2031,6493.37050379,4805.0941728
