year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,,19107.14,123288.41,,,
2018,,20925.28,131882.27,,,
2019,,23457.69,143852.29,,,
2020,,24626.5,142561.15,,,
2021,,25470.64,146369.1,,,
2022,,26119.98,149298.3,,,
2023,,26574.51,144112.84,,,
2024,,26964.11,145786.33,,,
2025,,27418.65,140320.79,,,
2026,,27938.12,142440.08,,,
2027,,28392.65,136666.44,,,
2028,,28782.26,138171.88,,,
2029,,29236.79,132118.16,,,
2030,,29561.46,125422.58,,,
2031,,30145.86,127428.66,,,
2032,,,121093.68,,,
2033,,,122973.73,,,
2034,,,116483.53,,,
2035,,,117652.87,,,
2036,,,119601.76,,,
