year,Base case diesel consumed,Modeled non-residential ashp
2017,6493.37050379,4545.3593507
2018,6493.37050379,4545.3593507
2019,6493.37050379,4545.3593507
2020,6493.37050379,4545.3593507
2021,6493.37050379,4545.3593507
2022,6493.37050379,4545.3593507
2023,6493.37050379,4545.3593507
2024,6493.37050379,4545.3593507
2025,6493.37050379,4545.3593507
2026,6493.37050379,4545.3593507
2027,6493.37050379,4545.3593507
2028,6493.37050379,4545.3593507
2029,6493.37050379,4545.3593507
2030,6493.37050379,4545.3593507
2031,6493.37050379,4545.3593507
