year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,46517.38,8997.4,70625.03,29044.39
2018,46517.38,8992.96,70625.03,29044.39
2019,46517.38,8989.93,70625.03,29044.39
2020,46517.38,8986.37,70625.03,29044.39
2021,46517.38,8982.94,70625.03,29761.4
2022,46517.38,8980.29,70625.03,29761.4
2023,46430.92,8978.46,70625.03,29761.4
2024,46430.92,8976.41,70625.03,29761.4
2025,46430.92,8974.15,70625.03,29761.4
2026,46430.92,8970.58,70625.03,29761.4
2027,46430.92,8966.12,70625.03,30478.41
2028,46430.92,8961.76,70625.03,30478.41
2029,46430.92,8957.71,70625.03,30478.41
2030,46344.45,8953.48,70625.03,30478.41
2031,46344.45,8949.47,70625.03,31195.43
