year,Base case cost,Modeled residential energy efficiency
2017,420638.407398,394126.143976
2018,445329.450679,415379.947301
2019,478662.359108,444320.265193
2020,494094.261159,457385.898124
2021,514968.655138,476463.645276
2022,523153.897127,483144.11656
2023,528820.603119,487597.588684
2024,533857.675112,491504.583179
2025,538894.747104,495425.060802
2026,545820.721094,501039.558516
2027,562584.886862,516643.805874
2028,567078.830275,520129.087352
2029,573498.749437,525344.558402
2030,577350.700934,528281.435907
2031,595930.240968,545610.848313
