year,Base case diesel consumed,Modeled non-residential ashp
2017,9783.17461953,-8141.4273087
2018,9783.17461953,-8141.4273087
2019,9783.17461953,-8141.4273087
2020,9783.17461953,-8141.4273087
2021,9783.17461953,-8141.4273087
2022,9783.17461953,-8141.4273087
2023,9783.17461953,-8141.4273087
2024,9783.17461953,-8141.4273087
2025,9783.17461953,-8141.4273087
2026,9783.17461953,-8141.4273087
2027,9783.17461953,-8141.4273087
2028,9783.17461953,-8141.4273087
2029,9783.17461953,-8141.4273087
2030,9783.17461953,-8141.4273087
2031,9783.17461953,-8141.4273087
